institution.displayName,institution.schoolType,institution.aliasNames,institution.state,institution.city,institution.zip,institution.region,institution.isPublic,institution.institutionalControl,institution.primaryPhotoCardThumb,ranking.displayRank,ranking.sortRank,ranking.isTied,searchData.actAvg.rawValue,searchData.percentReceivingAid.rawValue,searchData.acceptanceRate.rawValue,searchData.tuition.rawValue,searchData.hsGpaAvg.rawValue,searchData.engineeringRepScore.rawValue,searchData.parentRank.rawValue,searchData.enrollment.rawValue,searchData.businessRepScore.rawValue,searchData.satAvg.rawValue,searchData.costAfterAid.rawValue,searchData.testAvgs.displayValue.0.value,searchData.testAvgs.displayValue.1.value
Jewish Theological Seminary of America,faith,,NY,New York,10027,,True,private,,Unranked,-2,False,,,50,68365,,,,144,,,,N/A,N/A
John Brown University,regional-universities-south,,AR,Siloam Springs,72761,south,True,private,,#13,13,True,21,55,58,30832,3.8,2.5,,1659,,1100,28149.0,1100-1360,21-28
John Carroll University,regional-universities-midwest,JCU,OH,University Heights,44118,midwest,True,private,,#3,3,False,25,69,82,49100,3.8,,,2417,2.6,1160,34699.0,1160-1320,25-30
John Paul the Great Catholic University,regional-colleges-west,,CA,Escondido,92025,west,True,private,,#15,15,True,19,72,79,29500,,,,300,,1068,23353.0,1068-1288,19-24
Johns Hopkins University,national-universities,JHU,MD,Baltimore,21218,,True,private,,#9,9,True,34,53,7,63340,3.9,4.0,,6044,,1520,24585.0,1520-1570,34-35
Johnson C. Smith University,national-liberal-arts-colleges,Johnson C Smith University,NC,Charlotte,28216,,True,private,,#172,172,True,,,9,21714,,,,1052,,,,N/A,N/A
Johnson University (TN),regional-universities-south,,TN,Knoxville,37998,south,True,private,,#31,31,True,19,,81,19274,,,,658,,980,,980-1185,19-24
Johnson & Wales University--Charlotte,regional-colleges-south,,NC,Charlotte,,south,True,private,,#24,24,True,16,87,73,39992,,,,1140,,890,31332.0,890-1122,16-22
Johnson & Wales University--Providence,regional-universities-north,,RI,Providence,02903,north,True,private,,#69,69,True,22,76,83,39992,,,,4158,,940,36051.0,940-1190,22-29
Judson University,regional-universities-midwest,,IL,Elgin,60123,midwest,True,private,,#108,108,True,16,,59,30910,3.2,,,798,,910,,910-1140,16-27
Juilliard School,specialty-arts,,NY,New York,10023,,True,private,,Unranked,-2,False,,,10,53550,,,,608,,,,N/A,N/A
Juniata College,national-liberal-arts-colleges,,PA,Huntingdon,16652,,True,private,,#82,82,True,26,71,76,56402,3.6,,,1177,,1120,32249.0,1120-1330,26-30
Kalamazoo College,national-liberal-arts-colleges,,MI,Kalamazoo,49006,,True,private,,#70,70,True,26,,80,56562,3.8,,,1210,,1200,,1200-1370,26-32
Kansas City Art Institute,specialty-arts,,MO,Kansas City,64111,,True,private,,Unranked,-2,False,,,60,41924,,,,726,,,,N/A,N/A
Kansas State University,national-universities,,KS,Manhattan,66506,,True,public,,#170,170,True,20,38,95,27816,3.8,2.7,,15046,2.9,,33225.0,N/A,20-27
Kansas Wesleyan University,regional-colleges-midwest,,KS,Salina,67401,midwest,True,private,,#41,41,True,17,,70,33470,3.4,,,791,,878,,878-1138,17-22
Kean University,national-universities,,NJ,Union,07083,,True,public,,#320,320,True,16,,83,21076,3.2,,,10845,,900,,900-1163,16-25
Keene State College,regional-colleges-north,,NH,Keene,03435,north,True,public,,#12,12,True,,72,90,26186,3.2,,,2755,,930,36022.0,930-1170,N/A
Keiser University,national-universities,,FL,Ft. Lauderdale,33309,,True,private,,#249,249,True,,,97,36020,,,,16960,,,,N/A,N/A
Kennesaw State University,national-universities,,GA,Kennesaw,30144,,True,public,,#394-435,-1,False,19,,68,20966,3.5,2.7,,39005,2.7,1030,,1030-1210,19-25
Kent State University,national-universities,,OH,Kent,44242,,True,public,,#227,227,True,18,,88,22316,3.7,2.7,,20418,2.6,1000,,1000-1210,18-25
Kent State University at East Liverpool,regional-colleges-midwest,,OH,East Liverpool,,midwest,True,public,,#68-74,-1,False,,,,16164,,,,1021,,,,N/A,N/A
Kentucky Christian University,regional-colleges-south,,KY,Grayson,41143,south,True,private,,#64,64,False,16,,58,25000,,,,603,,800,,800-1030,16-21
Kentucky State University,regional-colleges-south,,KY,Frankfort,40601,south,True,public,,#34,34,True,14,83,91,13260,2.7,,,1610,,795,16117.0,795-1060,14-23
Kentucky Wesleyan College,regional-colleges-south,,KY,Owensboro,42301,south,True,private,,#22,22,True,18,,69,31300,3.5,,,780,,980,,980-1210,18-23
Kenyon College,national-liberal-arts-colleges,,OH,Gambier,43022,,True,private,,#39,39,True,31,44,34,69330,3.9,,,1885,,1370,32355.0,1370-1520,31-34
Kettering College,health,,OH,Kettering,45429,,True,private,,Unranked,-2,False,,,25,14664,,,,617,,,,N/A,N/A
Kettering University,regional-universities-midwest,,MI,Flint,48504,midwest,True,private,,#9,9,False,24,67,81,46380,3.8,3.5,,1422,,1130,36259.0,1130-1370,24-30
Keuka College,regional-universities-north,,NY,Keuka Park,14478,north,True,private,,#137,137,True,,,93,38000,3,,,985,,940,,940-1132,N/A
Keystone College,regional-colleges-north,,PA,La Plume,18440,north,True,private,,#29,29,True,17,,81,17450,3.1,,,1060,,910,,910-1155,17-25
King's College,regional-universities-north,Kings College,PA,Wilkes-Barre,18711,north,True,private,,#91,91,True,22,,96,42600,3.3,2.1,,1671,< 2.0,1070,,1070-1260,22-26
The King's College,national-liberal-arts-colleges,Kings College,NY,New York,10004,,True,private,,#167,167,True,24,,44,21690,,,,384,,1140,,1140-1390,24-30
King University,regional-universities-south,,TN,Bristol,37620,south,True,private,,#59,59,True,18,,61,14771,3.4,,,1122,,1010,,1010-1200,18-24
Knox College,national-liberal-arts-colleges,,IL,Galesburg,61401,,True,private,,#75,75,True,27,71,73,55587,,,,1060,,1163,25158.0,1163-1396,27-32
Kutztown University of Pennsylvania,regional-universities-north,,PA,Kutztown,19530,north,True,public,,#116,116,True,19,,96,15270,3.3,,,6508,< 2.0,1040,,1040-1260,19-26
Kuyper College,regional-colleges-midwest,,MI,Grand Rapids,49525,midwest,True,private,,#56,56,False,,,69,25370,,,,114,,,,N/A,N/A
Laboure College,health,,MA,Milton,,,True,private,,Unranked,-2,False,,,75,32813,,,,1038,,,,N/A,N/A
Lackawanna College,regional-colleges-north,,PA,Scranton,18509,north,True,private,,Unranked,-2,False,,,,17340,,,,1916,,,,N/A,N/A
Lafayette College,national-liberal-arts-colleges,,PA,Easton,18042,,True,private,,#30,30,True,30,31,34,61824,3.6,3.4,,2729,,1330,30629.0,1330-1480,30-33
LaGrange College,regional-colleges-south,,GA,LaGrange,30240,south,True,private,,#12,12,False,,90,59,34540,3.4,,,607,,,43783.0,N/A,N/A
Laguna College of Art and Design,specialty-arts,Laguna College of Art & Design,CA,Laguna Beach,92651,,True,private,,Unranked,-2,False,,,83,34600,,,,735,,,,N/A,N/A
Lake Erie College,regional-universities-midwest,,OH,Painesville,44077,midwest,True,private,,#142,142,False,17,,55,35024,,,,726,,905,,905-1130,17-23
Lake Forest College,national-liberal-arts-colleges,,IL,Lake Forest,60045,,True,private,,#73,73,True,26,80,60,54202,3.8,,,1727,,1155,23625.0,1155-1340,26-31
Lakeland University,regional-universities-midwest,,WI,Plymouth,53073,midwest,True,private,,#140,140,True,,,80,31786,,,,1488,,,,N/A,N/A
Lake Michigan College,regional-colleges-midwest,,MI,Benton Harbor,49022,midwest,True,public,,Unranked,-2,False,,,,7148,,,,2729,,,,N/A,N/A
Lake-Sumter State College,regional-colleges-south,,FL,Leesburg,34788,south,True,public,,Unranked,-2,False,,,,13276,,,,4342,,,,N/A,N/A
Lake Superior State University,regional-colleges-midwest,,MI,Sault Ste. Marie,49783,midwest,True,public,,#10,10,True,18,8,79,13840,3.2,2.1,,1655,,975,25898.0,975-1180,18-23
Lakeview College of Nursing,health,,IL,Danville,61832,,True,private,,Unranked,-2,False,,,,18770,,,,152,,,,N/A,N/A
Lake Washington Institute of Technology,regional-colleges-west,,WA,Kirkland,98034,west,True,public,,Unranked,-2,False,,,,10390,,,,3240,,,,N/A,N/A
Lamar University,national-universities,,TX,Beaumont,77710,,True,public,,#395-435,-1,False,16,,84,22826,3.3,< 2.0,,8257,< 2.0,920,,920-1130,16-24
Lancaster Bible College,regional-universities-north,,PA,Lancaster,17601,north,True,private,,#141,141,True,20,,96,28460,,,,1545,,1010,,1010-1210,20-26
Lander University,regional-colleges-south,,SC,Greenwood,29649,south,True,public,,#20,20,True,17,,67,21300,3.5,,,3562,< 2.0,950,,950-1190,17-24
Landmark College,regional-colleges-north,,VT,Putney,05346,north,True,private,,Unranked,-2,False,,,45,64290,,,,585,,,,N/A,N/A
Lane College,national-liberal-arts-colleges,,TN,Jackson,38301,,True,private,,#186-204,-1,False,14,,37,11790,2.6,,,1010,,,,N/A,14-17
Langston University,regional-universities-west,,OK,Langston,73050,west,True,public,,#105-115,-1,False,,,,14166,,,,1814,,,,N/A,N/A
La Roche University,regional-universities-north,,PA,Pittsburgh,15237,north,True,private,,#137,137,True,20,,97,33120,3.6,,,1802,,970,,970-1170,20-26
La Salle University,national-universities,LaSalle University,PA,Philadelphia,19141,,True,private,,#201,201,True,,67,94,35520,3.4,,,2776,2.3,,47745.0,N/A,N/A
Lasell University,regional-universities-north,,MA,Newton,02466,north,True,private,,#104,104,True,22,,73,26000,3.2,,,1247,,995,,995-1268,22-26
La Sierra University,regional-universities-west,LaSierra University,CA,Riverside,92515,west,True,private,,#41,41,True,16,77,95,35910,3.5,,,1263,,900,29250.0,900-1190,16-24
Lawrence Technological University,regional-universities-midwest,Lawrence Tech,MI,Southfield,48075,midwest,True,private,,#53,53,True,22,61,82,41872,3.5,2.1,,2298,< 2.0,1030,37150.0,1030-1270,22-30
Lawrence University,national-liberal-arts-colleges,,WI,Appleton,54911,,True,private,,#75,75,True,27,64,72,55461,3.7,,,1426,,1210,28435.0,1210-1460,27-32
Lebanese American University,unranked,,,Chouran,,,True,private,,Unranked,-2,False,,,65,,2.8,,,7228,,,,N/A,N/A
Lebanon Valley College,regional-universities-north,,PA,Annville,17003,north,True,private,,#64,64,True,23,82,77,50320,3.8,,,1683,,1120,29868.0,1120-1280,23-31
Lees-McRae College,regional-colleges-south,Lees McRae College,NC,Banner Elk,28604,south,True,private,,#28,28,True,20,74,61,29440,,,,855,,1040,40797.0,1040-1240,20-26
Lee University,regional-universities-south,,TN,Cleveland,37320,south,True,private,,#31,31,True,19,63,73,22690,3.7,,,3446,,1010,22349.0,1010-1240,19-27
Lehigh University,national-universities,,PA,Bethlehem,18015,,True,private,,#47,47,True,30,42,37,62180,,3.1,,5624,3.1,1340,27598.0,1340-1490,30-33
Le Moyne College,regional-universities-north,LeMoyne College,NY,Syracuse,13214,north,True,private,,#17,17,True,26,78,78,38970,3.6,,,2600,2.4,1130,30745.0,1130-1290,26-31
LeMoyne-Owen College,regional-colleges-south,LeMoyne Owen College,TN,Memphis,38126,south,True,private,,#91-99,-1,False,13,,98,12076,,,,613,,898,,898-1093,13-17
Lenoir-Rhyne University,regional-universities-south,Lenoir Rhyne University,NC,Hickory,28601,south,True,private,,#40,40,False,17,82,83,30900,3.4,,,1530,,995,28123.0,995-1190,17-24
Lesley University,national-universities,,MA,Cambridge,02138,,True,private,,#342,342,True,,,87,31364,,,,1757,,,,N/A,N/A
LeTourneau University,regional-universities-west,,TX,Longview,75607,west,True,private,,#34,34,True,20,61,49,35500,3.7,3.1,,3350,,1120,29088.0,1120-1380,20-29
Lewis & Clark College,national-liberal-arts-colleges,Lewis and Clark College,OR,Portland,97219,,True,private,,#93,93,True,29,59,69,62350,3.7,,,2210,,1260,32977.0,1260-1400,29-32
Lewis-Clark State College,regional-colleges-west,Lewis Clark State College,ID,Lewiston,83501,west,True,public,,#26,26,False,,,100,21386,,,,3709,,,,N/A,N/A
Lewis University,regional-universities-midwest,,IL,Romeoville,60446,midwest,True,private,,#13,13,True,21,70,74,37872,3.6,2.0,,3933,,1010,29255.0,1010-1200,21-29
Liberty University,national-universities,,VA,Lynchburg,24502,,True,private,,#395-435,-1,False,17,,99,25040,3.4,2.4,,48906,,980,,980-1200,17-24
Life Pacific University,regional-colleges-west,,CA,San Dimas,91773,west,True,private,,#20,20,True,,53,94,20450,,,,397,,,25035.0,N/A,N/A
Life University,regional-universities-south,,GA,Marietta,30060,south,True,private,,#110,110,True,17,,98,15036,3,,,915,,830,,830-1127,17-19
LIM College,specialty-business,,NY,New York,10017,,True,proprietary,,Unranked,-2,False,,,84,30950,3.1,,,1081,,,,N/A,N/A
Limestone University,regional-colleges-south,,SC,Gaffney,29340,south,True,private,,#63,63,True,20,,90,27500,3.5,,,1602,,975,,975-1170,20-27
Lincoln Christian University,regional-universities-midwest,,IL,Lincoln,62656,midwest,True,private,,#149-164,-1,False,,,,14920,,,,287,,,,N/A,N/A
Lincoln Memorial University,national-universities,,TN,Harrogate,37752,,True,private,,#269,269,True,18,,79,26150,3.5,,,1560,,982,,982-1190,18-24
Lincoln University (CA),specialty-business,,CA,Oakland,94612,,True,private,,Unranked,-2,False,,,,11420,,,,168,,,,N/A,N/A
Lincoln University (MO),regional-colleges-midwest,,MO,Jefferson City,65101,midwest,True,public,,#64,64,True,,,,15616,,,,1689,,,,N/A,N/A
Lincoln University (PA),regional-universities-north,,PA,Lincoln University,19352,north,True,public,,#123,123,True,15,,81,18464,3.1,,,1712,,840,,840-1040,15-20
Lindenwood University,regional-universities-midwest,,MO,St. Charles,63301,midwest,True,private,,#121,121,True,19,,74,19900,3.4,,,4808,,890,,890-1190,19-25
Lindsey Wilson College,regional-universities-south,,KY,Columbia,42728,south,True,private,,#93,93,True,17,,,27274,3.4,,,1753,,,,N/A,17-22
Linfield University,national-liberal-arts-colleges,,OR,McMinnville,97128,,True,private,,#107,107,True,,,90,49460,3.6,,,1704,,,,N/A,N/A
Lipscomb University,national-universities,,TN,Nashville,37204,,True,private,,#236,236,True,23,,71,38824,3.8,2.5,,2955,2.1,1130,,1130-1320,23-30
Livingstone College,regional-colleges-south,,NC,Salisbury,28144,south,True,private,,#78,78,False,14,,64,18293,2.7,,,839,,800,,800-960,14-16
Logan University,regional-universities-midwest,,MO,Chesterfield,,midwest,True,private,,Unranked,-2,False,,,66,7800,,,,372,,,,N/A,N/A
Loma Linda University,national-universities,,CA,Loma Linda,92350,,True,private,,Unranked,-2,False,,,,37332,,,,1073,,,,N/A,N/A
Long Island University,national-universities,,NY,Brookville,11548,,True,private,,#369,369,True,23,,93,41492,3.4,,,11319,< 2.0,1100,,1100-1330,23-29
Longwood University,regional-universities-south,,VA,Farmville,23909,south,True,public,,#21,21,True,,40,88,27410,3.6,,,3154,< 2.0,1020,31089.0,1020-1210,N/A
Loras College,regional-colleges-midwest,,IA,Dubuque,52004,midwest,True,private,,#12,12,True,,74,90,38298,3.5,< 2.0,,1213,,,28481.0,N/A,N/A
Louisiana Christian University,regional-universities-south,,LA,Pineville,71359,south,True,private,,#105,105,True,18,,74,19720,,,,832,,960,,960-1190,18-23
Louisiana State University--Alexandria,regional-colleges-south,LSU Alexandria Louisiana State University Alexandria Louisiana State University Alexandria,LA,Alexandria,71302,south,True,public,,#61,61,True,18,,58,16640,,,,3771,,970,,970-1210,18-22
Louisiana State University--Baton Rouge,national-universities,LSU Baton Rouge Louisiana State University Baton Rouge Louisiana State University Baton Rouge,LA,Baton Rouge,70803,,True,public,,#185,185,True,23,41,76,28631,3.8,2.5,,30952,3.1,1140,37562.0,1140-1320,23-28
Louisiana State University Health Sciences Center,medical,LSU,LA,New Orleans,70112,,True,public,,Unranked,-2,False,,,,18851,,,,893,,,,N/A,N/A
Louisiana State University--Shreveport,regional-universities-south,LSU Shreveport Louisiana State University Shreveport Louisiana State University Shreveport,LA,Shreveport,71115,south,True,public,,#93,93,True,19,,89,7519,3.4,,,2465,2.1,1090,,1090-1140,19-24
Louisiana Tech University,national-universities,,LA,Ruston,71272,,True,public,,#304,304,True,22,,82,19608,3.6,2.2,,10083,2.5,1120,,1120-1315,22-28
Lourdes University,regional-universities-midwest,,OH,Sylvania,43560,midwest,True,private,,#120,120,True,17,,75,28650,,,,912,,,,N/A,17-23
Loyola Marymount University,national-universities,LMU,CA,Los Angeles,90045,,True,private,,#93,93,True,29,41,41,58489,3.9,3.3,,7299,3.1,1300,51605.0,1300-1460,29-32
Loyola University Chicago,national-universities,,IL,Chicago,60660,,True,private,,#142,142,True,27,57,79,51706,3.8,2.9,,11703,3.1,1190,41467.0,1190-1370,27-32
Loyola University Maryland,regional-universities-north,,MD,Baltimore,21210,north,True,private,,#7,7,False,26,55,83,55480,3.7,2.7,,3977,2.9,1180,57392.0,1180-1360,26-33
Loyola University New Orleans,national-universities,,LA,New Orleans,70118,,True,private,,#260,260,True,,,78,47240,3.6,,,3289,2.8,,,N/A,N/A
Lubbock Christian University,regional-universities-west,,TX,Lubbock,79407,west,True,private,,#82,82,True,19,,82,26300,3.7,,,1346,,940,,940-1190,19-24
Luther College,national-liberal-arts-colleges,,IA,Decorah,52101,,True,private,,#116,116,True,22,,75,50320,3.6,,,1610,,1075,,1075-1330,22-29
Lycoming College,national-liberal-arts-colleges,,PA,Williamsport,17701,,True,private,,#107,107,True,20,,75,47450,3.6,,,1067,,1053,,1053-1238,20-25
Lynn University,regional-universities-south,,FL,Boca Raton,33431,south,True,private,,#49,49,True,21,41,80,42950,3.4,,,2792,,1033,52419.0,1033-1185,21-25
Lyon College,national-liberal-arts-colleges,,AR,Batesville,72503,,True,private,,#167,167,True,21,,60,31000,3.6,,,495,,1020,,1020-1148,21-26
Macalester College,national-liberal-arts-colleges,,MN,St. Paul,55105,,True,private,,#27,27,True,31,63,28,64908,,,,2175,,1370,28934.0,1370-1520,31-34
Madonna University,regional-universities-midwest,,MI,Livonia,48150,midwest,True,private,,#84,84,True,14,,65,27360,3.5,,,1780,,870,,870-1130,14-15
Maharishi International University,regional-universities-midwest,,IA,Fairfield,52557,midwest,True,private,,#149-164,-1,False,,,95,16530,,,,655,,,,N/A,N/A
Maine College of Art,specialty-arts,,ME,Portland,04101,,True,private,,Unranked,-2,False,,,72,39830,,,,409,,,,N/A,N/A
Maine Maritime Academy,regional-colleges-north,,ME,Castine,04420,north,True,public,,#5,5,False,22,55,62,30226,3.4,2.7,,878,,1075,34327.0,1075-1275,22-29
Malone University,regional-universities-midwest,,OH,Canton,44709,midwest,True,private,,#101,101,True,18,,78,36120,,,,1018,,993,,993-1178,18-24
Manchester University,regional-universities-midwest,,IN,North Manchester,46962,midwest,True,private,,#60,60,True,,,76,35772,,,,981,,,,N/A,N/A
Manhattan Christian College,faith,,KS,Manhattan,66502,,True,private,,Unranked,-2,False,,,48,17914,,,,158,,,,N/A,N/A
Manhattan College,regional-universities-north,,NY,Riverdale,10471,north,True,private,,#13,13,True,23,86,82,50848,3.6,3.1,,3060,2.2,1140,52178.0,1140-1330,23-30
Manhattan School of Music,specialty-arts,,NY,New York,10027,,True,private,,Unranked,-2,False,,,49,52550,,,,500,,,,N/A,N/A
Manhattanville College,regional-universities-north,,NY,Purchase,10577,north,True,private,,#80,80,True,20,56,84,42550,3.3,,,1290,,1040,55723.0,1040-1190,20-26
